"id","hair_type","age","created","value"
"35559761-1696-4482-a151-f9ff775610f8","ondulado",22,"2022-02-02 07:09:28.421053+00",58.03
"ea1dbc35-3ae8-40ae-9cca-e93cf18d9181","ondulado",26,"2022-02-02 07:34:44.210526+00",92.34
"d87beb43-17bb-42f7-add3-f07678f93b80","liso",57,"2022-02-02 08:00:00+00",76.76
"b574c114-22bc-4ed5-9c53-c24875db8539","cacheado",31,"2022-02-02 08:25:15.789474+00",83.29
"115d1f08-59d3-4782-b0ce-a4cb1af62b17","cacheado",30,"2022-02-02 08:50:31.578947+00",71.75
"987819a9-8787-4aa1-b80a-0a3cd17eee25","liso",27,"2022-02-02 09:15:47.368421+00",85.93
"9cbf4ce0-d229-43c1-8a66-3bb0b32c263b","liso",24,"2022-02-02 09:41:03.157895+00",56.5
"7622948b-ebaa-49b4-9d23-156d492df373","crespo",47,"2022-02-02 10:06:18.947368+00",86.06
"f07adf25-318f-4d19-a181-9322003e6980","crespo",30,"2022-02-02 10:31:34.736842+00",57.47
"e12c2fce-49d3-40fd-a545-4506373b36e4","crespo",30,"2022-02-02 10:56:50.526316+00",75.94
"3614e2fa-151c-4d15-8471-2aa6da5ee448","liso",37,"2022-02-02 11:22:06.315789+00",97.3
"ed4ec615-9480-40af-9b5d-034581d6136f","liso",27,"2022-02-02 11:47:22.105263+00",93.22
"0672fa7a-cfd5-495a-aa19-6b0c628e4536","liso",27,"2022-02-02 12:12:37.894737+00",67.82
"37cec569-66cd-4573-9239-f75e9a5c75e2","liso",20,"2022-02-02 12:37:53.684211+00",82.44
"be172eb6-5aaa-430d-9fed-5a0fcfbc5572","liso",39,"2022-02-02 13:03:09.473684+00",53.83
"0567380e-8058-4468-bd9c-53e2d094ae34","liso",20,"2022-02-02 13:28:25.263158+00",54.59
"bc826b50-5a78-4e2d-bf2e-55a60ab41d66","ondulado",32,"2022-02-02 13:53:41.052632+00",54.79
"a05ca262-f1f8-4451-a8c4-cb85e1090e5c","cacheado",57,"2022-02-02 14:18:56.842105+00",80.72
"fee41830-584a-4715-bf12-bc85a025165a","liso",26,"2022-02-02 14:44:12.631579+00",83.44
"265c7a79-8779-4eb6-818b-16ebfdf3adbc","crespo",36,"2022-02-02 15:09:28.421053+00",55.09
"bc4917fc-835f-4486-a422-1ea0b5c9cac2","crespo",29,"2022-02-02 15:34:44.210526+00",66.19
"dfef0f26-61f2-4328-876e-fe4188999d3e","liso",38,"2022-02-02 16:00:00+00",97.06
"d2bb7ab2-5b1a-46d0-ab28-3c9749d8b943","crespo",29,"2022-02-02 16:25:15.789474+00",55.01
"002f31c7-571d-433b-8853-1ff9608559d5","cacheado",28,"2022-02-02 16:50:31.578947+00",98.93
"db3745e4-f50f-46f7-ab2e-4aec6a36669d","ondulado",46,"2022-02-02 17:15:47.368421+00",91.67
"34b579a8-0968-4b1a-9d87-646fab69d4b2","liso",30,"2022-02-02 17:41:03.157895+00",53.58
"ec6e1d3d-f5fc-4548-974d-906e3f5ef40e","cacheado",32,"2022-02-02 18:06:18.947368+00",57.17
"72812561-aa52-4af8-b0b2-71e10faad6a8","cacheado",28,"2022-02-02 18:31:34.736842+00",64.01
"201dbaa4-17d8-4bfd-8159-023b3b5d0ebf","cacheado",41,"2022-02-02 18:56:50.526316+00",51.58
"238b0aca-a4bb-4db8-96c4-7d6c973dd71f","ondulado",31,"2022-02-02 19:22:06.315789+00",77.84
"b7fc37c0-de41-4d6e-ab26-944ecd821ea0","cacheado",39,"2022-02-02 19:47:22.105263+00",94.76
"2e2e1dc8-0f89-4a44-bc40-50d74aafdff5","liso",15,"2022-02-02 20:12:37.894737+00",84.73
"770d095e-52c6-437b-b120-46db0b781e04","ondulado",34,"2022-02-02 20:37:53.684211+00",75.44
"3ce5482b-58b9-4734-bacb-ba1782f6ccda","liso",28,"2022-02-02 21:03:09.473684+00",58.5
"8833fc30-07e6-46b2-8b84-ec852b72e7f5","ondulado",37,"2022-02-02 21:28:25.263158+00",56.94
"3d20fff5-ef3f-40e5-a671-3e320f585aa2","cacheado",38,"2022-02-02 21:53:41.052632+00",95.45
"caa0fe8d-a098-46eb-80c7-a16dec7cca18","liso",21,"2022-02-02 22:18:56.842105+00",82.56
"721f2095-d573-4768-9bde-45f4f677c9f2","cacheado",45,"2022-02-02 22:44:12.631579+00",77.7
"6d1f6ead-1922-41c8-ac6d-b59bcf065061","crespo",30,"2022-02-02 23:09:28.421053+00",57.85
"7ec52fb9-8bb7-4bb6-ae18-43cb63482fe4","liso",48,"2022-02-02 23:34:44.210526+00",51.57
"309d7e5e-4328-4e48-a3bd-ce3fc66412cb","cacheado",44,"2022-02-03 00:00:00+00",61.06
"fef0e804-cf9f-42c9-9ebf-a3bfbaae19de","liso",34,"2022-02-03 00:25:15.789474+00",95.74
"761bac4b-e277-404e-8522-2e5758239943","ondulado",18,"2022-02-03 00:50:31.578947+00",84.14
"1b303d65-55af-460b-8f43-0e27d1d5d958","liso",51,"2022-02-03 01:15:47.368421+00",58.8
"ec358c66-c2b3-4682-98c9-d7950d76c04c","ondulado",26,"2022-02-03 01:41:03.157895+00",55.98
"5db2e966-82cd-4d71-b6be-c60e8c856324","cacheado",21,"2022-02-03 02:06:18.947368+00",59.63
"88d6beab-2d5b-4770-bea5-86cbe61cfa87","ondulado",24,"2022-02-03 02:31:34.736842+00",68.97
"6372a3fb-9097-4080-a359-b9fcd2f85d6f","liso",40,"2022-02-03 02:56:50.526316+00",55.25
"67e5121b-798b-4f11-bcfb-93cd6ceffd99","ondulado",35,"2022-02-03 03:22:06.315789+00",65.25
"b38bf9bc-d02d-497d-a9ab-89e3192063ca","liso",27,"2022-02-03 03:47:22.105263+00",74.73
"216c3182-7354-43d1-bcdf-2acc93f95b5f","liso",33,"2022-02-03 04:12:37.894737+00",99.9
"46bf5a13-ed5f-4c53-bbec-2f7935ec045d","ondulado",22,"2022-02-03 04:37:53.684211+00",50.26
"bfe19cf9-f1c0-42e3-a06b-4718f1f461bc","liso",45,"2022-02-03 05:03:09.473684+00",59.8
"5b7ace71-3366-4f77-aad3-ca08706091de","liso",31,"2022-02-03 05:28:25.263158+00",61.21
"f8f23cda-7fc5-4d5d-9a75-2059d8adc9f4","cacheado",37,"2022-02-03 05:53:41.052632+00",79.51
"205b1048-dd00-48e5-bac8-acee84d66832","cacheado",36,"2022-02-03 06:18:56.842105+00",79.17
"4a8f9d82-05ed-4f1a-9018-6ce4bc465760","liso",41,"2022-02-03 06:44:12.631579+00",54.42
"a400a251-9687-483a-a61e-dbabe3809788","liso",32,"2022-02-03 07:09:28.421053+00",58.56
"3a0605a4-40e7-4162-8280-ff07c7dcbc32","ondulado",47,"2022-02-03 07:34:44.210526+00",93.29
"3421a913-791f-49d2-a8ec-ffae8a30c3ce","liso",38,"2022-02-03 08:00:00+00",95.22
"f8d6ce63-75dc-49b7-97d9-d998ebc72e48","ondulado",34,"2022-02-03 08:25:15.789474+00",89.98
"5ae2719b-a630-4eb1-87ad-1131a42b7f9a","liso",46,"2022-02-03 08:50:31.578947+00",57.02
"96bed110-53c9-44a5-91c9-acf4e26916f3","crespo",38,"2022-02-03 09:15:47.368421+00",71.0
"f2524814-caa7-4e68-a3f2-4c349d495c5c","ondulado",40,"2022-02-03 09:41:03.157895+00",79.99
"5e8cabe1-4db2-408a-b7a4-dfb8fe11b0da","liso",31,"2022-02-03 10:06:18.947368+00",97.24
"58c6dcdc-3349-4a8a-925a-12f50cf96505","cacheado",25,"2022-02-03 10:31:34.736842+00",90.64
"124356ec-c388-46bc-a19d-935a35f753ea","cacheado",18,"2022-02-03 10:56:50.526316+00",79.45
"aaa2fcfd-8bf4-4ee8-a89c-0b41f0de5bd2","liso",20,"2022-02-03 11:22:06.315789+00",70.97
"aab72925-a11f-422f-b157-f2f600d2d66f","cacheado",29,"2022-02-03 11:47:22.105263+00",51.17
"5642610b-e713-4c71-b3d4-ca901ec02506","crespo",24,"2022-02-03 12:12:37.894737+00",95.14
"304168b6-f060-452d-bd78-56c5791e383a","cacheado",24,"2022-02-03 12:37:53.684211+00",96.18
"7dd617fa-7743-493f-8a45-25a6107b0966","liso",42,"2022-02-03 13:03:09.473684+00",66.67
"7092c874-c48d-4416-9cd9-bea8022640e5","cacheado",42,"2022-02-03 13:28:25.263158+00",75.47
"71d95101-139b-4eae-8cf9-2c97e8fd248f","crespo",24,"2022-02-03 13:53:41.052632+00",96.55
"f085ea11-8708-4342-8200-13acb36e0271","liso",23,"2022-02-03 14:18:56.842105+00",79.54
"7b167aba-15c5-4444-9db6-2689de05037d","ondulado",36,"2022-02-03 14:44:12.631579+00",55.64
"fbccc0a9-35b7-41c8-9164-0ff2df9ce26e","cacheado",26,"2022-02-03 15:09:28.421053+00",85.21
"edaca52b-013b-415b-bc36-9d50b1e137f0","crespo",57,"2022-02-03 15:34:44.210526+00",58.53
"caf19ea6-0ef5-4d80-a470-3747212c36b0","liso",19,"2022-02-03 16:00:00+00",98.94
"14c1ebc4-d592-43d9-9dd5-31d576e8278e","liso",27,"2022-02-03 16:25:15.789474+00",65.06
"ad9d38a0-32a4-4ee5-9b11-d46a49a45e7f","crespo",33,"2022-02-03 16:50:31.578947+00",98.7
"e7344780-1b66-453f-9e87-35f01092fddc","liso",38,"2022-02-03 17:15:47.368421+00",56.07
"d9b4f72f-42c3-4a80-961a-55884d5ed821","liso",41,"2022-02-03 17:41:03.157895+00",59.4
"2f4b12c7-62da-494f-bc94-626add151b76","liso",18,"2022-02-03 18:06:18.947368+00",50.59
"1ce8472b-cc59-418b-a3ff-f46578f328c6","ondulado",42,"2022-02-03 18:31:34.736842+00",74.92
"7424cd54-730d-448a-9d1b-f5096193f3c6","liso",44,"2022-02-03 18:56:50.526316+00",55.03
"fca0a49d-a3b1-4eb3-b5bb-5e87ba044e8a","cacheado",34,"2022-02-03 19:22:06.315789+00",80.35
"7c3e9923-4275-4f37-a29b-82a4bf1501d3","cacheado",28,"2022-02-03 19:47:22.105263+00",78.1
"79979a84-7146-4ff3-9818-f02507f4fee9","liso",47,"2022-02-03 20:12:37.894737+00",52.8
"316a6e85-69ad-4a1e-b4f7-76e24f6c4362","ondulado",61,"2022-02-03 20:37:53.684211+00",78.02
"e273485a-a9f7-44d7-8b3d-5d93770292da","cacheado",26,"2022-02-03 21:03:09.473684+00",57.58
"72d30448-f254-40d7-995a-618c4d79f97f","ondulado",21,"2022-02-03 21:28:25.263158+00",64.21
"f0f980b3-f543-48f8-be59-c04bbff735d9","liso",26,"2022-02-03 21:53:41.052632+00",76.16
"4d6b3438-ed6a-4259-937c-5a72a308df9d","liso",34,"2022-02-03 22:18:56.842105+00",76.69
"03b342ff-0d51-456b-8002-372458944d1f","crespo",39,"2022-02-03 22:44:12.631579+00",89.85
"c10b7eff-1b6f-403c-80f2-4edf61cfc2e7","cacheado",22,"2022-02-03 23:09:28.421053+00",82.63
"8747192d-7634-4180-b5ea-91133a71ce65","cacheado",32,"2022-02-03 23:34:44.210526+00",92.6
"0d382bae-8e1a-4472-a135-2b32b292e016","ondulado",27,"2022-02-04 00:00:00+00",91.7
"cd54bf90-189f-498f-b88b-e537f0c9b4a4","liso",28,"2022-02-04 00:25:15.789474+00",74.11
"a9632283-041e-49a9-9f0a-e15e027dfcd3","liso",43,"2022-02-04 00:50:31.578947+00",92.27
"3a601d71-002c-4c22-a253-1e47702fae07","liso",30,"2022-02-04 01:15:47.368421+00",52.81
"34a3c782-249f-4f00-8ad9-ddd9e4c06683","liso",24,"2022-02-04 01:41:03.157895+00",57.39
"84deee37-357f-49ac-8fae-bbfad38e19ca","liso",59,"2022-02-04 02:06:18.947368+00",53.14
"41ca9310-d8a1-4abb-8162-5753950715e9","crespo",43,"2022-02-04 02:31:34.736842+00",98.52
"b8de0f2b-8b89-4d67-8445-4e1fce4b937c","liso",23,"2022-02-04 02:56:50.526316+00",62.54
"f325a389-6a71-4355-8acd-4170454016b0","cacheado",45,"2022-02-04 03:22:06.315789+00",54.76
"71e0ebf6-7dec-4f14-b3a3-5720625104cf","crespo",33,"2022-02-04 03:47:22.105263+00",96.32
"96cc1242-cceb-4add-aef6-ad408b2090f1","ondulado",35,"2022-02-04 04:12:37.894737+00",78.71
"4d2697a4-4d9e-4c47-a4ae-d605a285f897","crespo",27,"2022-02-04 04:37:53.684211+00",60.31
"419b6401-3b1e-4211-837f-2bddf0d6e37e","cacheado",18,"2022-02-04 05:03:09.473684+00",71.02
"abfa2b04-5250-40a0-a424-c9b454852d19","ondulado",23,"2022-02-04 05:28:25.263158+00",78.64
"3261e9dd-6c0e-4953-adfd-b77fc634907e","cacheado",31,"2022-02-04 05:53:41.052632+00",51.71
"1e29535f-c9c7-47dd-b088-b5d28911eb02","cacheado",35,"2022-02-04 06:18:56.842105+00",85.01
"0ff3df35-ed4c-4e58-89b1-2b179ba5c368","ondulado",59,"2022-02-04 06:44:12.631579+00",56.5
"4dc18955-d805-4562-a629-1a1bedfa4500","cacheado",21,"2022-02-04 07:09:28.421053+00",97.36
"6a7a0090-584c-417f-a9d2-af935d2b1b62","liso",35,"2022-02-04 07:34:44.210526+00",72.34
"7039aa28-ab2a-43c4-8bbe-f92c79fe1066","cacheado",36,"2022-02-04 08:00:00+00",98.99
"46496873-987b-4e1c-88be-01541b03d583","cacheado",41,"2022-02-04 08:25:15.789474+00",63.91
"cee86981-480b-40ab-854b-7913c60fe720","cacheado",45,"2022-02-04 08:50:31.578947+00",89.73
"f31f00b4-d49c-48d9-8ea2-7badc310ed2e","ondulado",34,"2022-02-04 09:15:47.368421+00",76.63
"9580e319-43f6-4a6e-8894-d67ec9dd47ba","liso",34,"2022-02-04 09:41:03.157895+00",54.36
"18744203-b14d-48c6-8192-1cb8058d4984","liso",23,"2022-02-04 10:06:18.947368+00",77.23
"03cd3459-53dd-4d8e-8b36-e59d9a8b9a60","liso",26,"2022-02-04 10:31:34.736842+00",93.2
"d0dc11c2-0d83-4caf-912d-c08ea35cf122","liso",28,"2022-02-04 10:56:50.526316+00",75.08
"b7645a3d-af07-4e85-9ce4-c5e05560d22b","liso",22,"2022-02-04 11:22:06.315789+00",76.65
"4902fe33-d4ce-4368-a1f4-58f4c276c44e","liso",26,"2022-02-04 11:47:22.105263+00",80.14
"c514742e-3cd5-4e6f-972f-d4ca61a182cf","crespo",55,"2022-02-04 12:12:37.894737+00",79.98
"d571a6c4-47ad-45f5-90a0-9cb78eb66243","ondulado",22,"2022-02-04 12:37:53.684211+00",62.06
"369f89f7-3755-46eb-8563-ff437ce688ac","cacheado",20,"2022-02-04 13:03:09.473684+00",80.1
"c2e6ddc2-5fdd-40e2-9584-8fae645202fb","cacheado",40,"2022-02-04 13:28:25.263158+00",82.92
"4ede31e4-8e8a-4dfa-9d2f-2aac41cd9e6d","crespo",36,"2022-02-04 13:53:41.052632+00",65.5
"4e4ab0c2-fd13-4ed8-a652-94ee08158288","liso",27,"2022-02-04 14:18:56.842105+00",68.82
"936e3cbe-f739-49e4-8fe8-63ad8c24e5d6","cacheado",29,"2022-02-04 14:44:12.631579+00",58.35
"c5051b0e-6e71-4a7c-9da0-a260a898f3c1","liso",51,"2022-02-04 15:09:28.421053+00",60.12
"9463bc72-5f68-46aa-ab6e-02d165239f86","crespo",31,"2022-02-04 15:34:44.210526+00",74.64
"aaaccbd4-32e4-4359-ac33-32c3d5acfe7a","ondulado",29,"2022-02-04 16:00:00+00",53.01
"ff4aae41-57d9-4b59-b51e-f061b0a4f9bb","cacheado",37,"2022-02-04 16:25:15.789474+00",70.83
"f046f48a-d359-454e-bcf1-151ecc9f23cf","crespo",25,"2022-02-04 16:50:31.578947+00",59.55
"359460bb-258f-4d68-bc87-86a47dff9ffb","cacheado",17,"2022-02-04 17:15:47.368421+00",52.97
"75a816a6-3f60-457f-a09a-2d024a190cae","crespo",29,"2022-02-04 17:41:03.157895+00",63.07
"179a6402-9e24-4fa3-b2c0-8401e5e10f43","crespo",23,"2022-02-04 18:06:18.947368+00",91.65
"137070d8-7136-4a32-816a-291af7942c8d","liso",34,"2022-02-04 18:31:34.736842+00",85.47
"174a4a3a-e3a6-4297-a364-44a84bb94981","ondulado",30,"2022-02-04 18:56:50.526316+00",59.33
"66b5205b-bb3e-495f-9714-9447461d4de2","liso",29,"2022-02-04 19:22:06.315789+00",67.95
"ee6b636e-750a-451a-8bfc-00ba94e2994d","crespo",18,"2022-02-04 19:47:22.105263+00",64.42
"b5d0017a-97d4-416f-bf9c-b5777c62a8eb","liso",20,"2022-02-04 20:12:37.894737+00",83.19
"43a215fc-e913-4568-bd50-a88c3d73c752","cacheado",52,"2022-02-04 20:37:53.684211+00",91.1
"7a3295c8-e7e8-44af-8379-2aa61fe43c05","cacheado",54,"2022-02-04 21:03:09.473684+00",67.25
"301f0684-ae2a-4f58-a652-1e93fba5e098","cacheado",40,"2022-02-04 21:28:25.263158+00",75.08
"1fd33e4d-53e9-4837-8d27-fe9ccf6ca3ef","liso",40,"2022-02-04 21:53:41.052632+00",83.76
"1be0e344-b869-46c5-9575-6fb79fccd0a7","liso",27,"2022-02-04 22:18:56.842105+00",88.04
"213b761f-e7c7-4f89-b158-da73fff3f358","cacheado",41,"2022-02-04 22:44:12.631579+00",58.06
"527deda8-1774-4637-b7e1-7881c219a9bb","crespo",43,"2022-02-04 23:09:28.421053+00",87.51
"ea9249f2-e775-4dba-b9cd-0ee46ef81aab","cacheado",20,"2022-02-04 23:34:44.210526+00",63.65
"3f720c09-e04b-445a-8b76-53bda4b8d076","ondulado",46,"2022-02-05 00:00:00+00",91.98
"ba1fe74a-ff89-4ed0-bd5b-3f624366a1d8","crespo",22,"2022-02-05 00:25:15.789474+00",58.97
"b404feb9-8b08-4de0-bc4c-4d4c77d61c13","liso",42,"2022-02-05 00:50:31.578947+00",64.28
"e38d66a0-5d59-44c0-9924-8fc2e000b323","crespo",36,"2022-02-05 01:15:47.368421+00",85.13
"d83b94a3-1fce-4879-a8c0-c565af9d9189","ondulado",22,"2022-02-05 01:41:03.157895+00",69.49
"53454405-a3c0-436f-b3bd-bdbc7e5444d0","liso",56,"2022-02-05 02:06:18.947368+00",66.94
"33a1a257-e46f-4850-9418-0ee1f758e2e8","liso",32,"2022-02-05 02:31:34.736842+00",99.21
"545e8547-080d-4e98-976f-33e04a58c54e","cacheado",44,"2022-02-05 02:56:50.526316+00",93.17
"5e16b662-26c9-4776-b078-fdcd4d1380c4","liso",34,"2022-02-05 03:22:06.315789+00",93.59
"9148cf6e-71c7-4021-8e42-9c29bf70a9a3","liso",34,"2022-02-05 03:47:22.105263+00",97.23
"405e4ddf-a705-4070-b33f-f175543bf447","cacheado",25,"2022-02-05 04:12:37.894737+00",89.08
"94cae3b7-8708-4b7e-b260-ea5dbb192e98","liso",18,"2022-02-05 04:37:53.684211+00",94.66
"ad2bf7b5-680d-47fa-9e78-7e55bd32610d","cacheado",21,"2022-02-05 05:03:09.473684+00",55.75
"20a9462c-976f-46b8-b824-789504e36b5f","liso",26,"2022-02-05 05:28:25.263158+00",84.69
"11232e8e-a325-4baf-8e58-076c55f66e1d","liso",51,"2022-02-05 05:53:41.052632+00",71.49
"825c0d28-abf4-4e79-b521-b1f93f854f25","crespo",47,"2022-02-05 06:18:56.842105+00",97.05
"185ceaf6-e30d-4c18-87f0-036515896fd7","cacheado",25,"2022-02-05 06:44:12.631579+00",96.35
"4bb03ee6-bc8d-45d9-9a5d-34b83b511180","liso",32,"2022-02-05 07:09:28.421053+00",63.66
"fa025f3e-651f-45d1-b3a6-def6c9fe9753","liso",42,"2022-02-05 07:34:44.210526+00",60.19
"bc731a1f-c202-4476-a6ee-196049bde246","liso",33,"2022-02-05 08:00:00+00",74.59
"766e0423-317b-47b9-8313-8dc7e0a37a79","crespo",22,"2022-02-05 08:25:15.789474+00",93.57
"eb7225c6-8aa0-461f-b14d-49016a2ba6b2","liso",35,"2022-02-05 08:50:31.578947+00",85.97
"5d9473d3-890a-4720-b11e-3decafb8b2ca","liso",31,"2022-02-05 09:15:47.368421+00",69.3
"209d022d-e78f-46ad-81ee-0662126c3065","crespo",31,"2022-02-05 09:41:03.157895+00",75.36
"8dacffd1-b5cb-42d3-906e-ec654ee8c7a8","liso",52,"2022-02-05 10:06:18.947368+00",72.92
"82bcb249-67b6-4e72-8986-d2678a3a6dd4","cacheado",20,"2022-02-05 10:31:34.736842+00",72.65
"716a1c87-f04b-4a65-b5e0-541e031ce020","liso",30,"2022-02-05 10:56:50.526316+00",94.26
"c361e80c-f642-494c-9f0f-ba48bba9928a","ondulado",49,"2022-02-05 11:22:06.315789+00",74.83
"74158c9d-5e73-4200-8a29-5be22f4063ab","cacheado",25,"2022-02-05 11:47:22.105263+00",66.84
"455b6daf-1b05-4558-bf5c-e782d3ccef26","ondulado",32,"2022-02-05 12:12:37.894737+00",63.88
"1ecc1825-c6bd-41b8-afd5-74d2b4fedc38","liso",46,"2022-02-05 12:37:53.684211+00",80.22
"8e5af672-d634-4da3-afcc-73da6d8b6c4c","liso",35,"2022-02-05 13:03:09.473684+00",96.9
"39a7eff5-83fb-4b06-ab6a-7db07f81eac3","crespo",39,"2022-02-05 13:28:25.263158+00",83.3
"15772b18-3267-4670-8939-f42937013b83","liso",60,"2022-02-05 13:53:41.052632+00",88.41
"e60bf015-4caf-4f39-814f-04a0103019fc","liso",42,"2022-02-05 14:18:56.842105+00",75.84
"1eab2fe1-8a3f-4b54-8f4d-411c375040ab","liso",32,"2022-02-05 14:44:12.631579+00",92.5
"9c8e824b-f731-4bef-81bd-1ed8e4767a3e","crespo",20,"2022-02-05 15:09:28.421053+00",53.36
"309a389b-8043-4ca9-8e98-8095ffa4e88d","ondulado",33,"2022-02-05 15:34:44.210526+00",52.46
"2dacb71e-2786-46c9-adcd-867249659b75","crespo",23,"2022-02-05 16:00:00+00",91.76
"e528452b-31be-4681-9d49-e4b63c47b713","cacheado",42,"2022-02-05 16:25:15.789474+00",60.8
"b35ca93a-3c2d-4b9c-9c68-3d3f6ac5693d","crespo",25,"2022-02-05 16:50:31.578947+00",53.56
"9fc1e317-078f-48a9-a262-ef4302af9fd6","cacheado",32,"2022-02-05 17:15:47.368421+00",78.06
"2cdb377f-9c22-4a8f-bf83-7c25dcfbd0a0","ondulado",21,"2022-02-05 17:41:03.157895+00",52.2
"5d07e2d2-67b0-489a-9d38-fdfe47b08fb8","liso",28,"2022-02-05 18:06:18.947368+00",54.09
"ceb391fc-2e23-47b3-a872-1479643eb60c","liso",29,"2022-02-05 18:31:34.736842+00",58.28
"4bd48062-c1cd-48c0-857b-9c519c6278c4","liso",28,"2022-02-05 18:56:50.526316+00",88.83
"36386c1b-cb40-4c20-9372-a022ebb483cf","cacheado",36,"2022-02-05 19:22:06.315789+00",91.06
"7e16db29-833f-4be5-b6a3-28bf09dcd638","cacheado",35,"2022-02-05 19:47:22.105263+00",54.09
"3d59be5b-3eea-4cc0-b724-dabc6041d772","liso",50,"2022-02-05 20:12:37.894737+00",76.46
"6be337c6-29a1-4dee-8a47-f5cfbbade88c","liso",27,"2022-02-05 20:37:53.684211+00",82.76
"b301cb0c-4a2c-4ad8-bba7-7b140d09bdad","cacheado",44,"2022-02-05 21:03:09.473684+00",84.45
"0d2ea9d2-ee19-45d1-ae49-ca0f46e5b667","liso",36,"2022-02-05 21:28:25.263158+00",58.21
"30f613d1-67f5-414d-b4ab-1c96feaa96e8","crespo",35,"2022-02-05 21:53:41.052632+00",60.08
"3807ce88-80eb-4d53-bae1-2adcfc101bd1","liso",32,"2022-02-05 22:18:56.842105+00",91.48
"d1f78891-6cbd-47da-9703-9d53acffd72d","cacheado",32,"2022-02-05 22:44:12.631579+00",88.04
"d4132b7f-4d63-4331-8d48-21c890544800","liso",23,"2022-02-05 23:09:28.421053+00",90.62
"01dd55fc-bef8-4ce8-bccf-2ad8761cf3f7","crespo",48,"2022-02-05 23:34:44.210526+00",58.76
"dc194f88-ffff-4f0d-ae26-e0d27061aaec","liso",36,"2022-02-06 00:00:00+00",86.06
"91e2c79d-2fce-4f81-a76c-e6d178913f14","ondulado",44,"2022-02-06 00:25:15.789474+00",69.94
"f8814c77-1b92-40db-ab51-08763ab2ed31","ondulado",32,"2022-02-06 00:50:31.578947+00",83.51
"da0a1a96-f1a6-4adb-9687-afacd637f739","ondulado",24,"2022-02-06 01:15:47.368421+00",55.84
"1ae5cde4-400e-4a96-812b-b66291a55abd","cacheado",27,"2022-02-06 01:41:03.157895+00",75.67
"32b7dc0d-8fb9-45a6-b4ff-ebaf27f8a421","ondulado",37,"2022-02-06 02:06:18.947368+00",98.18
"3311919c-5dca-494f-b5a5-1a5217bdb0ef","crespo",26,"2022-02-06 02:31:34.736842+00",77.14
"8842d45a-940c-4a85-aeda-62685cb4f809","cacheado",30,"2022-02-06 02:56:50.526316+00",60.33
"ba7ea3e0-521f-4b1d-8013-db08248e3224","ondulado",30,"2022-02-06 03:22:06.315789+00",64.06
"1531d1e1-0e8e-4074-81cc-1fc9a3d58f07","ondulado",38,"2022-02-06 03:47:22.105263+00",66.37
"cd9ccfb7-281f-4101-be0e-72867c4c41db","liso",42,"2022-02-06 04:12:37.894737+00",89.54
"9344f4e7-5238-47c6-976f-e0f7dcc4db27","crespo",47,"2022-02-06 04:37:53.684211+00",64.36
"7bb5abfa-b624-4a0a-a276-fe81f8b3cbea","crespo",27,"2022-02-06 05:03:09.473684+00",71.2
"f5f3126d-521a-47a4-a45d-e4efc19766d0","cacheado",44,"2022-02-06 05:28:25.263158+00",65.32
"1aed5e46-7c10-4af3-9000-c9c2615e8bab","cacheado",15,"2022-02-06 05:53:41.052632+00",76.18
"8ef4f302-2bcf-4b44-a502-d9a8af63924c","liso",36,"2022-02-06 06:18:56.842105+00",71.63
"0406fc07-9081-43a2-9796-72bda2862795","crespo",22,"2022-02-06 06:44:12.631579+00",83.69
"169c09da-3055-4854-b986-1d50fbb9a64f","cacheado",18,"2022-02-06 07:09:28.421053+00",76.85
"f1511bc4-25e6-4711-a80e-efc40238493c","ondulado",18,"2022-02-06 07:34:44.210526+00",50.06
"a3a79137-e185-4e19-a08b-740900a19d21","crespo",45,"2022-02-06 08:00:00+00",53.93
"1a41970b-cf30-4c3f-9336-97a162bba237","ondulado",19,"2022-02-06 08:25:15.789474+00",72.07
"b42c90b0-6910-4125-82bf-21b1274228e3","liso",22,"2022-02-06 08:50:31.578947+00",72.75
"a600f990-f9f7-448e-afb4-caa34d927588","ondulado",26,"2022-02-06 09:15:47.368421+00",60.68
"212f1b99-305b-4444-a87b-500352c6633f","liso",28,"2022-02-06 09:41:03.157895+00",73.36
"0c638110-dec1-48db-9875-def74c4a9d56","liso",40,"2022-02-06 10:06:18.947368+00",73.66
"c1ddf1da-10bb-416d-ba89-59ffe93e7c60","ondulado",27,"2022-02-06 10:31:34.736842+00",74.34
"7b9cd856-7fd6-4644-b986-d6c170aa5009","liso",23,"2022-02-06 10:56:50.526316+00",56.71
"90f83b1d-421c-4f75-8394-2bca549a93da","ondulado",27,"2022-02-06 11:22:06.315789+00",78.9
"33a04064-437d-4bcd-b127-89d834e94da5","liso",29,"2022-02-06 11:47:22.105263+00",68.89
"8aa00a4c-8098-4627-8bc8-bc4747aa2915","ondulado",29,"2022-02-06 12:12:37.894737+00",57.54
"35c89bcf-ce4c-446e-b16f-b1361b125dce","cacheado",44,"2022-02-06 12:37:53.684211+00",50.37
"57412fc5-9d89-4e67-9035-4af5bfadd841","cacheado",16,"2022-02-06 13:03:09.473684+00",63.63
"596500cf-fd01-47c8-9cee-553dbabfaa72","cacheado",48,"2022-02-06 13:28:25.263158+00",75.81
"8c14ea04-1b89-4758-a691-f07d4414a51d","crespo",26,"2022-02-06 13:53:41.052632+00",86.72
